Row ID;Order ID;Order Month;Order Year;Order Date;Ship Date;Sales Catogory;Costumer  Order Count;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
2072;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;High;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;2661,567073;Central;TEC-MA-10000824;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;8159,954
2073;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Medium;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;2633,549843;Central;OFF-ST-10000993;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;275,93
2074;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;High;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;2605,532613;Central;FUR-CH-10004289;Furniture;Chairs;SAFCO Arco Folding Chair;1740,08
2075;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Low;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;2577,515382;Central;OFF-AR-10002658;Office Supplies;Art;Sanford Liquid Accent Highlighters;32,066
2076;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Medium;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;2549,498152;Central;OFF-AP-10002520;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;177,1
2077;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Medium;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;2521,480922;Central;TEC-PH-10003933;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;143,978
2078;CA-2015-118962;Aug;2015;05-Aug-15;2015/08/09;Low;1;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;2493,463692;West;OFF-PA-10002599;Office Supplies;Paper;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;20,96
2079;CA-2015-118962;Aug;2015;05-Aug-15;2015/08/09;Medium;1;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;2465,446462;West;OFF-PA-10003084;Office Supplies;Paper;Xerox 1915;110,98
2080;CA-2015-118962;Aug;2015;05-Aug-15;2015/08/09;Medium;1;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;2437,429232;West;FUR-CH-10003819;Furniture;Chairs;Global Value Steno Chair, Gray;340,146
2081;US-2015-100853;Sep;2015;14-Sep-15;2015/09/19;Low;1;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Chicago;Illinois;2409,412002;Central;OFF-AP-10000893;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;52,45
2082;US-2015-100853;Sep;2015;14-Sep-15;2015/09/19;Low;1;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Chicago;Illinois;2381,394772;Central;OFF-LA-10003150;Office Supplies;Labels;Avery 53;20,18
2083;US-2018-152368;Apr;2018;21-Apr-18;2018/04/25;Low;1;Second Class;SJ-20502;Shirley Jackson;Consumer;United States;Houston;Texas;2353,377542;Central;OFF-AP-10002686;Office Supplies;Appliances;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;97,266
2084;US-2016-101511;Nov;2016;21-Nov-16;2016/11/23;Medium;1;Second Class;JE-15745;Joel Eaton;Consumer;United States;Newark;Ohio;2325,360311;East;FUR-CH-10004700;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;396,804
2085;US-2016-101511;Nov;2016;21-Nov-16;2016/11/23;Low;1;Second Class;JE-15745;Joel Eaton;Consumer;United States;Newark;Ohio;2297,343081;East;OFF-SU-10002191;Office Supplies;Supplies;Acme Rosewood Handle Letter Opener;15,9
2086;CA-2016-137227;Dec;2016;15-Dec-16;2016/12/19;Low;1;Standard Class;JK-15642;Jim Kriz;Home Office;United States;New York City;New York;2269,325851;East;OFF-AR-10001942;Office Supplies;Art;Sanford Colorific Eraseable Coloring Pencils, 12 Count;3,3
2087;CA-2015-166191;Dec;2015;05-Dec-15;2015/12/09;Low;1;Second Class;DK-13150;David Kendrick;Corporate;United States;Decatur;Illinois;2241,308621;Central;OFF-ST-10003457;Office Supplies;Storage;Tenex File Box, Personal Filing Tote with Lid, Black;24,818
2088;CA-2015-166191;Dec;2015;05-Dec-15;2015/12/09;Low;1;Second Class;DK-13150;David Kendrick;Corporate;United States;Decatur;Illinois;2213,291391;Central;TEC-AC-10004661;Technology;Accessories;Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive;2
2089;CA-2015-158274;Nov;2015;19-Nov-15;2015/11/24;High;1;Second Class;RM-19675;Robert Marley;Home Office;United States;Monroe;Louisiana;2185,274161;South;TEC-PH-10009765;Technology;Phones;AT&T TR1909W;503,98
2090;CA-2015-158274;Nov;2015;19-Nov-15;2015/11/24;Medium;1;Second Class;RM-19675;Robert Marley;Home Office;United States;Monroe;Louisiana;2157,256931;South;TEC-PH-10011388;Technology;Phones;Nokia Lumia 521 (T-Mobile);149,97
2091;CA-2015-158274;Nov;2015;19-Nov-15;2015/11/24;Low;1;Second Class;RM-19675;Robert Marley;Home Office;United States;Monroe;Louisiana;2129,239701;South;TEC-AC-10002347;Technology;Accessories;HP Standard 104 key PS/2 Keyboard;31
2092;CA-2017-105020;Nov;2017;28-Nov-17;2017/12/02;Low;1;Standard Class;SK-19992;Sally Knutson;Consumer;United States;Fairfield;Connecticut;2101,222471;East;OFF-BI-10001892;Office Supplies;Binders;Avery Poly Binder Pockets;7,18
2093;CA-2015-123262;Aug;2015;26-Aug-15;2015/08/30;Medium;1;Standard Class;FM-14292;Frank Merwin;Home Office;United States;Los Angeles;California;2073,20524;West;TEC-AC-10002325;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;176,1
2094;CA-2017-157000;Jul;2017;16-Jul-17;2017/07/22;Low;1;Standard Class;AM-10360;Alice McCarthy;Corporate;United States;Grand Prairie;Texas;2045,18801;Central;OFF-ST-10001330;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;37,226
2095;CA-2017-157000;Jul;2017;16-Jul-17;2017/07/22;Low;1;Standard Class;AM-10360;Alice McCarthy;Corporate;United States;Grand Prairie;Texas;2017,17078;Central;OFF-PA-10001952;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;20,018
2096;CA-2016-102281;Oct;2016;12-Oct-16;2016/10/14;High;1;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;1989,15355;East;FUR-BO-10002615;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;899,138
2097;CA-2016-102281;Oct;2016;12-Oct-16;2016/10/14;Low;1;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;1961,13632;East;TEC-PH-10001554;Technology;Phones;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;71,78
2098;CA-2016-102281;Oct;2016;12-Oct-16;2016/10/14;Low;1;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;1933,11909;East;OFF-PA-10000063;Office Supplies;Paper;Xerox 207;51,86
2099;CA-2016-102281;Oct;2016;12-Oct-16;2016/10/14;High;1;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;1905,10186;East;FUR-BO-10002547;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;626,354
2100;CA-2016-102281;Oct;2016;12-Oct-16;2016/10/14;Low;1;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;1877,08463;East;OFF-AR-10003516;Office Supplies;Art;4011 Highlighters by Sanford;19,11
2101;CA-2016-131457;Oct;2016;31-Oct-16;2016/11/06;Low;1;Standard Class;MZ-17517;Mary Zewe;Corporate;United States;Redlands;California;1849,067399;West;OFF-EN-10001511;Office Supplies;Envelopes;Poly String Tie Envelopes;14,3
2102;CA-2015-140004;Mar;2015;21-Mar-15;2015/03/25;Low;1;Standard Class;CB-12025;Cassandra Brandow;Consumer;United States;Hamilton;Ohio;1821,050169;East;OFF-AR-10002053;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;7,41
2103;CA-2015-140004;Mar;2015;21-Mar-15;2015/03/25;Low;1;Standard Class;CB-12025;Cassandra Brandow;Consumer;United States;Hamilton;Ohio;1793,032939;East;OFF-AR-10001395;Office Supplies;Art;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;6,05
2104;CA-2018-107722;Nov;2018;06-Nov-18;2018/11/13;Low;1;Standard Class;VM-21687;Valerie Mitchum;Home Office;United States;Westfield;New Jersey;1765,015709;East;OFF-ST-10001416;Office Supplies;Storage;Decoflex Hanging Personal Folder File;46,28
2105;US-2018-124303;Jul;2018;06-Jul-18;2018/07/13;Low;1;Standard Class;FH-14365;Fred Hopkins;Corporate;United States;Philadelphia;Pennsylvania;1736,998479;East;OFF-BI-10000345;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";2,948
2106;US-2018-124303;Jul;2018;06-Jul-18;2018/07/13;Low;1;Standard Class;FH-14365;Fred Hopkins;Corporate;United States;Philadelphia;Pennsylvania;1708,981249;East;OFF-PA-10002417;Office Supplies;Paper;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;16,058
2107;CA-2018-105076;Jun;2018;24-Jun-18;2018/06/29;Low;1;Standard Class;MB-17307;Maria Bertelson;Consumer;United States;Akron;Ohio;1680,964019;East;OFF-PA-10002334;Office Supplies;Paper;Southworth 25% Cotton Linen-Finish Paper & Envelopes;21,746
2108;CA-2015-133690;Aug;2015;03-Aug-15;2015/08/05;Medium;1;First Class;BS-11755;Bruce Stewart;Consumer;United States;Denver;Colorado;1652,946789;West;FUR-TA-10004291;Furniture;Tables;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;218,77
2109;CA-2015-133690;Aug;2015;03-Aug-15;2015/08/05;Low;1;First Class;BS-11755;Bruce Stewart;Consumer;United States;Denver;Colorado;1624,929559;West;OFF-AP-10002002;Office Supplies;Appliances;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;2,8
2110;US-2018-116703;Dec;2018;17-Dec-18;2018/12/21;Low;1;Second Class;LC-17142;Logan Currie;Consumer;United States;Dallas;Texas;1596,912328;Central;OFF-AP-10001597;Office Supplies;Appliances;Eureka Sanitaire  Commercial Upright;66,286
2111;CA-2018-126382;Jun;2018;03-Jun-18;2018/06/07;Low;1;Standard Class;HK-14892;Heather Kirkland;Corporate;United States;Franklin;Tennessee;1568,895098;South;FUR-FU-10002962;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Burgundy;35,17
2112;CA-2018-108329;Dec;2018;09-Dec-18;2018/12/14;Medium;1;Standard Class;LE-16812;Laurel Elliston;Consumer;United States;Whittier;California;1540,877868;West;TEC-PH-10001920;Technology;Phones;Nortel Business Series Terminal T7208 Digital phone;444,77
2113;CA-2018-135860;Dec;2018;01-Dec-18;2018/12/07;Low;1;Standard Class;JH-15985;Joseph Holt;Consumer;United States;Saginaw;Michigan;1512,860638;Central;OFF-ST-10000644;Office Supplies;Storage;Tennsco Lockers, Gray;83,94
2114;CA-2018-135860;Dec;2018;01-Dec-18;2018/12/07;Medium;1;Standard Class;JH-15985;Joseph Holt;Consumer;United States;Saginaw;Michigan;1484,843408;Central;TEC-PH-10001702;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;131,1
2115;CA-2018-135860;Dec;2018;01-Dec-18;2018/12/07;Low;1;Standard Class;JH-15985;Joseph Holt;Consumer;United States;Saginaw;Michigan;1456,826178;Central;OFF-BI-10003276;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;15,94
2116;CA-2018-135860;Dec;2018;01-Dec-18;2018/12/07;Low;1;Standard Class;JH-15985;Joseph Holt;Consumer;United States;Saginaw;Michigan;1428,808948;Central;OFF-FA-10000136;Office Supplies;Fasteners;Advantus Push Pins, Aluminum Head;52,31
2117;CA-2018-135860;Dec;2018;01-Dec-18;2018/12/07;Low;1;Standard Class;JH-15985;Joseph Holt;Consumer;United States;Saginaw;Michigan;1400,791718;Central;OFF-ST-10001524;Office Supplies;Storage;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;91,101
2118;CA-2016-101007;Feb;2016;09-Feb-16;2016/02/13;Low;1;Second Class;MS-17982;Michael Stewart;Corporate;United States;Dallas;Texas;1372,774488;Central;TEC-AC-10001268;Technology;Accessories;Memorex Micro Travel Drive 8 GB;20,1
2119;CA-2016-146262;Jan;2016;02-Jan-16;2016/01/09;Low;1;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;1344,757257;East;OFF-LA-10004546;Office Supplies;Labels;Avery 507;23,7
2120;CA-2016-146262;Jan;2016;02-Jan-16;2016/01/09;Medium;1;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;1316,740027;East;FUR-BO-10004697;Furniture;Bookcases;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;452,47
2121;CA-2016-146262;Jan;2016;02-Jan-16;2016/01/09;Low;1;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;1288,722797;East;TEC-PH-10002846;Technology;Phones;Speck Products Candyshell Flip Case;62,984
2122;CA-2016-146262;Jan;2016;02-Jan-16;2016/01/09;High;1;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;1260,705567;East;TEC-MA-10000866;Technology;Machines;Cisco 9971 IP Video Phone Charcoal;1190
2123;CA-2016-146262;Jan;2016;02-Jan-16;2016/01/09;Low;1;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;1232,688337;East;TEC-AC-10000111;Technology;Accessories;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;89,586
2124;CA-2017-130162;Oct;2017;28-Oct-17;2017/11/01;Low;1;Standard Class;JH-15910;Jonathan Howell;Consumer;United States;Los Angeles;California;1204,671107;West;OFF-ST-10001330;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;93,08
2125;CA-2017-130162;Oct;2017;28-Oct-17;2017/11/01;Medium;1;Standard Class;JH-15910;Jonathan Howell;Consumer;United States;Los Angeles;California;1176,653877;West;TEC-PH-10002565;Technology;Phones;Adtran 1202752G3;302,378
2126;CA-2016-169397;Dec;2016;24-Dec-16;2016/12/27;Low;1;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;1148,636647;East;OFF-FA-10000587;Office Supplies;Fasteners;OIC Bulk Pack Metal Binder Clips;5,586
2127;CA-2016-169397;Dec;2016;24-Dec-16;2016/12/27;Low;1;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;1120,619417;East;OFF-PA-10004002;Office Supplies;Paper;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;22,706
2128;CA-2016-169397;Dec;2016;24-Dec-16;2016/12/27;Low;1;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;1092,602186;East;OFF-BI-10002854;Office Supplies;Binders;Ibico Standard Transparent Covers;19,778
2129;CA-2016-169397;Dec;2016;24-Dec-16;2016/12/27;Low;1;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;1064,584956;East;FUR-FU-10000089;Furniture;Furnishings;"Executive Impressions 14"" Two-Color Numerals Wall Clock";72,706
2130;CA-2016-169397;Dec;2016;24-Dec-16;2016/12/27;Medium;1;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;1036,567726;East;TEC-MA-10001150;Technology;Machines;Swingline SM12-08 MicroCut Jam Free Shredder;479,99
2131;CA-2016-169397;Dec;2016;24-Dec-16;2016/12/27;Low;1;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;1008,550496;East;OFF-AR-9998230;Office Supplies;Art;Stanley Bostitch Contemporary Electric Pencil Sharpeners;27,17
2132;CA-2016-163055;Aug;2016;09-Aug-16;2016/08/16;Low;1;Standard Class;DS-13180;David Smith;Corporate;United States;Detroit;Michigan;980,533266;Central;OFF-AR-9997298;Office Supplies;Art;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;2,4
2133;CA-2016-163055;Aug;2016;09-Aug-16;2016/08/16;High;1;Standard Class;DS-13180;David Smith;Corporate;United States;Detroit;Michigan;952,5160359;Central;FUR-TA-10003750;Furniture;Tables;Bevis 36 x 72 Conference Tables;622,47
2134;CA-2016-163055;Aug;2016;09-Aug-16;2016/08/16;Low;1;Standard Class;DS-13180;David Smith;Corporate;United States;Detroit;Michigan;924,4988058;Central;OFF-ST-10002487;Office Supplies;Storage;Rogers Deluxe File Chest;21,1
2135;US-2016-145436;Feb;2016;28-Feb-16;2016/03/04;Medium;1;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;Columbia;Tennessee;896,4815757;South;FUR-CH-10003328;Furniture;Chairs;Global Low Back Tilter Chair;161,57
2136;US-2016-145436;Feb;2016;28-Feb-16;2016/03/04;Medium;1;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;Columbia;Tennessee;868,4643455;South;FUR-CH-10002945;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;389,698
2137;US-2015-156218;Sep;2015;13-Sep-15;2015/09/17;Low;1;Standard Class;EA-14037;Erin Ashbrook;Corporate;United States;Charlotte;North Carolina;840,4471154;South;OFF-BI-10001681;Office Supplies;Binders;GBC Instant Index System for Binding Systems;18,65
2138;US-2018-100930;Apr;2018;07-Apr-18;2018/04/12;Medium;1;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;812,4298853;South;FUR-TA-10008777;Furniture;Tables;Bush Advantage Collection Round Conference Table;233,88
2139;US-2018-100930;Apr;2018;07-Apr-18;2018/04/12;High;1;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;784,4126552;South;FUR-TA-10010545;Furniture;Tables;Bretford Rectangular Conference Table Tops;620,6147
2140;US-2018-100930;Apr;2018;07-Apr-18;2018/04/12;Low;1;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;756,3954251;South;OFF-BI-10001681;Office Supplies;Binders;GBC Instant Index System for Binding Systems;5,33
2141;US-2018-100930;Apr;2018;07-Apr-18;2018/04/12;Medium;1;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;728,378195;South;FUR-FU-10004019;Furniture;Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";258,074
2142;US-2018-100930;Apr;2018;07-Apr-18;2018/04/12;High;1;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;700,3609649;South;TEC-AC-10003834;Technology;Accessories;Logitech P710e Mobile Speakerphone;617,978
2143;CA-2018-160516;Nov;2018;12-Nov-18;2018/11/16;Low;1;Standard Class;DB-13122;David Bremer;Corporate;United States;Santa Clara;California;672,3437348;West;OFF-PA-10005959;Office Supplies;Paper;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);10,58
2144;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Low;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;644,3265046;Central;OFF-PA-10006829;Office Supplies;Paper;Xerox 1959;25,94
2145;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Medium;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;616,3092745;Central;FUR-FU-10015676;Furniture;Furnishings;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;419,7
2146;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Low;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;588,2920444;Central;FUR-FU-10019451;Furniture;Furnishings;Staple-based wall hangings;11,69
2147;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Low;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;560,2748143;Central;TEC-PH-10000013;Technology;Phones;PureGear Roll-On Screen Protector;31,986
2148;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Medium;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;532,2575842;Central;FUR-TA-10002609;Furniture;Tables;KI Conference Tables;177,227
2149;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Low;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;504,2403541;Central;FUR-FU-10002507;Furniture;Furnishings;Eldon 100 Class Desk Accessories;4,046
2150;CA-2017-157749;Jun;2017;04-Jun-17;2017/06/09;Low;1;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;476,223124;Central;OFF-AR-10004687;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;7,41
2151;CA-2015-131926;Jun;2015;01-Jun-15;2015/06/06;High;1;Second Class;DW-13480;Dianna Wilson;Home Office;United States;Lakeville;Minnesota;448,2058939;Central;FUR-CH-10004065;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;2001,88
2152;CA-2015-131926;Jun;2015;01-Jun-15;2015/06/06;Medium;1;Second Class;DW-13480;Dianna Wilson;Home Office;United States;Lakeville;Minnesota;420,1886637;Central;OFF-ST-10002278;Office Supplies;Storage;Safco Steel Mobile File Cart;166,74
2153;CA-2015-131926;Jun;2015;01-Jun-15;2015/06/06;Low;1;Second Class;DW-13480;Dianna Wilson;Home Office;United States;Lakeville;Minnesota;392,1714336;Central;OFF-PA-10004084;Office Supplies;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;47,9
2154;CA-2015-131926;Jun;2015;01-Jun-15;2015/06/06;High;1;Second Class;DW-13480;Dianna Wilson;Home Office;United States;Lakeville;Minnesota;364,1542035;Central;OFF-AP-10002947;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;1503,27
2155;CA-2015-131926;Jun;2015;01-Jun-15;2015/06/06;Low;1;Second Class;DW-13480;Dianna Wilson;Home Office;United States;Lakeville;Minnesota;336,1369734;Central;OFF-PA-10000063;Office Supplies;Paper;Xerox 207;25,94
2156;CA-2017-154739;Dec;2017;10-Dec-17;2017/12/15;Medium;1;Second Class;LH-17157;Logan Haushalter;Consumer;United States;San Francisco;California;308,1197433;West;FUR-CH-10002967;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;321,57
2157;CA-2017-145625;Sep;2017;11-Sep-17;2017/09/17;Low;1;Standard Class;KC-16540;Kelly Collister;Consumer;United States;San Diego;California;280,1025132;West;OFF-PA-10004571;Office Supplies;Paper;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";7,63
2158;CA-2017-145625;Sep;2017;11-Sep-17;2017/09/17;High;1;Standard Class;KC-16540;Kelly Collister;Consumer;United States;San Diego;California;252,0852831;West;TEC-AC-10003834;Technology;Accessories;Logitech P710e Mobile Speakerphone;3347,39
2159;CA-2017-146941;Dec;2017;10-Dec-17;2017/12/13;Low;1;First Class;DL-13315;Delfina Latchford;Consumer;United States;New York City;New York;224,068053;East;OFF-ST-10001230;Office Supplies;Storage;Fellowes Personal Hanging Folder Files, Navy;80,6
2160;CA-2017-146941;Dec;2017;10-Dec-17;2017/12/13;Medium;1;First Class;DL-13315;Delfina Latchford;Consumer;United States;New York City;New York;196,0508228;East;OFF-EN-10003298;Office Supplies;Envelopes;Tyvek Side-Opening Peel & Seel Expanding Envelopes;361,94
2161;US-2016-159982;Nov;2016;28-Nov-16;2016/12/04;Low;1;Standard Class;DR-12880;Dan Reichenbach;Corporate;United States;Chicago;Illinois;168,0335927;Central;FUR-FU-10002507;Furniture;Furnishings;Eldon 100 Class Desk Accessories;12,134
2162;US-2016-159982;Nov;2016;28-Nov-16;2016/12/04;Low;1;Standard Class;DR-12880;Dan Reichenbach;Corporate;United States;Chicago;Illinois;140,0163626;Central;OFF-ST-9991948;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";82,37
2163;US-2016-159982;Nov;2016;28-Nov-16;2016/12/04;Low;1;Standard Class;DR-12880;Dan Reichenbach;Corporate;United States;Chicago;Illinois;111,9991325;Central;OFF-ST-9988734;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;53,94
2164;US-2016-159982;Nov;2016;28-Nov-16;2016/12/04;High;1;Standard Class;DR-12880;Dan Reichenbach;Corporate;United States;Chicago;Illinois;83,98190239;Central;TEC-PH-10001582;Technology;Phones;Logitech Mobile Speakerphone P710e - speaker phone;647,906
2165;CA-2018-163139;Dec;2018;01-Dec-18;2018/12/03;Low;1;Second Class;CC-12670;Craig Carreira;Consumer;United States;New York City;New York;55,96467227;East;TEC-AC-10000292;Technology;Accessories;Sabrent 4-Port USB 2.0 Hub;20,39
2166;CA-2018-163139;Dec;2018;01-Dec-18;2018/12/03;Medium;1;Second Class;CC-12670;Craig Carreira;Consumer;United States;New York City;New York;27,94744216;East;OFF-ST-10002792;Office Supplies;Storage;Safco Industrial Shelving;221,57
2167;CA-2018-163139;Dec;2018;01-Dec-18;2018/12/03;Low;1;Second Class;CC-12670;Craig Carreira;Consumer;United States;New York City;New York;-0,069787952;East;OFF-BI-10003462;Office Supplies;Binders;Acco 3-Hole Punch;17,54
2168;US-2018-155301;Jun;2018;08-Jun-18;2018/06/12;Low;1;Standard Class;Dl-13602;Dorris liebe;Corporate;United States;Pasadena;Texas;-28,08701806;Central;OFF-AP-10002205;Office Supplies;Appliances;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;1,626
2169;US-2015-106992;Sep;2015;19-Sep-15;2015/09/21;High;1;Second Class;SB-20290;Sean Braxton;Corporate;United States;Houston;Texas;-56,10424818;Central;TEC-MA-10010946;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;3059,984
2170;US-2015-106992;Sep;2015;19-Sep-15;2015/09/21;High;1;Second Class;SB-20290;Sean Braxton;Corporate;United States;Houston;Texas;-84,12147829;Central;TEC-MA-10013477;Technology;Machines;Xerox WorkCentre 6505DN Laser Multifunction Printer;2519,96
2171;CA-2017-125320;Jun;2017;06-Jun-17;2017/06/13;Medium;1;Standard Class;RC-19827;Roy Collins;Consumer;United States;Chicago;Illinois;-112,1387084;Central;TEC-PH-10001435;Technology;Phones;Cisco Small Business SPA 502G VoIP phone;328,226
2172;CA-2016-155042;Nov;2016;10-Nov-16;2016/11/15;Low;1;Standard Class;AH-10212;Alan Hwang;Consumer;United States;Brentwood;California;-140,1559385;West;TEC-AC-10004471;Technology;Accessories;Microsoft Sculpt Comfort Mouse;79,11
2173;CA-2018-136828;Jun;2018;16-Jun-18;2018/06/20;Low;1;Standard Class;CB-12537;Claudia Bergmann;Corporate;United States;Chapel Hill;North Carolina;-168,1731686;South;OFF-AR-10003604;Office Supplies;Art;Quartet Omega Colored Chalk, 12/Pack;14,018
2174;CA-2017-111012;Jan;2017;22-Jan-17;2017/01/28;Low;1;Standard Class;PG-18897;Paul Gonzalez;Consumer;United States;Morristown;New Jersey;-196,1903987;East;OFF-FA-10003474;Office Supplies;Fasteners;Bagged Rubber Bands;7,58
2175;US-2018-145366;Dec;2018;09-Dec-18;2018/12/13;Low;1;Standard Class;CA-12310;Christine Abelman;Corporate;United States;Cincinnati;Ohio;-224,2076289;East;OFF-ST-10004182;Office Supplies;Storage;Safco Commercial Shelving;37,21
